Site No,Location,Gage,Remarks,Valid
10310407,"Lat 39Â°00'45"", long 119Â°49'48"" referenced to North American Datum of 1927, in SW 1/4 SE 1/4 sec.03, T.13 N., R.19 E., Douglas County, NV, Hydrologic Unit 16050201, on right bank, 0.2 mi below confluence of Carson River and Brockliss Slough, and 1 mi northeast of Genoa.","Water-stage recorder. Elevation of gage is 4,670 ft above National Geodetic Vertical Datum of 1929, from topographic map.","Many diversions for irrigation above station. Intermittent pumping above gage for Genoa Lakes Golf Course. 10/01/2013-09/30/2014: Records fair. 10/01/2014-09/30/2015: Records fair. 10/01/2015-09/30/2016: Records fair. 10/01/2016-09/30/2017: Records fair except for estimated daily discharges, which are poor. 10/01/2017-09/30/2018: Records fair except for discharges greater than 3,500 cubic feet per second, discharges less than 0.5 cubic feet per second, and estimated discharges, which are poor. 10/01/2018-09/30/2019: Records fair except for discharges greater than 3,500 cubic feet per second, and estimated discharges, which are poor. 10/01/2019-09/30/2020: Records fair except for discharges greater than 3,500 cubic feet per second, and estimated discharges, which are poor. 10/01/2020-09/30/2021: Records fair except for discharges greater than 3,500 cubic feet per second, and estimated discharges, which are poor.",0.0
10310500,"Lat 39Â°06'48"", long 119Â°47'50"" referenced to North American Datum of 1927, in NE 1/4 NW 1/4 sec.01, T.14 N., R.19 E., Douglas County, NV, Hydrologic Unit 16050201, on left bank, 3 mi upstream from mouth, and 3.5 mi southwest of Carson City.","Water-stage recorder and sharp crested weir. Elevation of gage is 5,000 ft above National Geodetic Vertical Datum of 1929, from topographic map.","10/01/2013-09/30/2014: Records fair except for estimated daily discharges, which are poor. 10/01/2014-09/30/2015: Records fair except for estimated discharges, which are poor. 10/01/2015-09/30/2016: Records fair except for estimated discharges, which are poor. 10/01/2016-09/30/2017: Records fair except for estimated discharges, which are poor. 10/01/2017-09/30/2018: Records fair. 10/01/2018-09/30/2019: Records poor. 10/01/2019-09/30/2020: Records fair. 10/01/2020-09/30/2021: Records good except for estimated discharges, which are poor.",0.0
10311000,"Lat 39Â°06'28"", long 119Â°42'44"" referenced to North American Datum of 1927, in SW 1/4 NW 1/4 sec.02, T.14 N., R.20 E., Carson City, NV, Hydrologic Unit 16050201, on left bank, 2 mi downstream from Clear Creek, 3 mi upstream from Lloyds Bridge on road to Mexican Dam, 5 mi southeast of Carson City Post Office, and at mi 70.4 upstream from Lahontan Dam.","Water-stage recorder. Datum of gage is 4,620.48 ft above National Geodetic Vertical Datum of 1929, from topographic map. Prior to Dec. 23, 1955, water-stage recorder on right bank at datum 1.0 ft higher. Dec. 23, 1955, to Mar. 13, 1956, nonrecording gage at present site at datum 1.0 ft higher. Mar. 14, 1956, to Sep. 30, 1963, water-stage recorder at present site at datum 1.0 ft higher.","Many diversions above station for irrigation. Flow slightly regulated by several small reservoirs on tributaries. 10/01/2013-09/30/2014: Records fair except for estimated daily discharges, which are poor. 10/01/2014-09/30/2015: Records fair except for estimated daily discharges, which are poor. 10/01/2015-09/30/2016: Records fair except for estimated daily discharges, which are poor. 10/01/2016-09/30/2017: Records fair except for estimated discharges, which are poor. 10/01/2017-09/30/2018: Records fair except for estimated discharges, which are poor. 10/01/2018-09/30/2019: Records good. 10/01/2019-09/30/2020: Records good except for estimated discharges, which are poor. 10/01/2020-09/30/2021: Records fair except for estimated discharges, which are poor.",0.0
10311100,"Lat 39Â°09'14"", long 119Â°48'25"" referenced to North American Datum of 1927, in NE 1/4 NE 1/4 sec.23, T.15 N., R.19 E., Carson City, NV, Hydrologic Unit 16050201, on right bank, off Kings Canyon Road, 2.5 mi west of Carson Street.","Water-stage recorder. Elevation of gage is 5,180 ft above National Geodetic Vertical Datum of 1929, from topographic map.","Diversions above station. 10/01/2013-09/30/2014: Records fair. 10/01/2014-09/30/2015: Records fair. 10/01/2015-09/30/2016: Records poor. 10/01/2016-09/30/2017: Records poor. 10/01/2017-09/30/2018: Records poor. 10/01/2018-09/30/2019: Records poor. 10/01/2019-09/30/2020: Records good except for estimated discharges, which are poor. 10/01/2020-09/30/2021: Records poor.",0.0
10311200,"Lat 39Â°10'35"", long 119Â°48'17"" referenced to North American Datum of 1927, in NW 1/4 SW 1/4 sec.12, T.15 N., R.19 E., Carson City, NV, Hydrologic Unit 16050201, on left bank, 2 mi west of intersection of Carson and Bath Streets.","Water-stage recorder. Elevation of gage is 5,080 ft above National Geodetic Vertical Datum of 1929, from topographic map.","Daily flows and peak flows may be influenced by intermittent diversions from Marlette Lake and Hobart Reservoir. 10/01/2013-09/30/2014: Records fair except for estimated daily discharges, which are poor. 10/01/2014-09/30/2015: Records fair. 10/01/2015-09/30/2016: Records fair. 10/01/2016-09/30/2017: Records fair except for estimated discharges, which are poor. 10/01/2017-09/30/2018: Records fair except for estimated discharges, which are poor. 10/01/2018-09/30/2019: Records fair except for estimated discharges, which are poor. 10/01/2019-09/30/2020: Records fair except for estimated discharges, which are poor. 10/01/2020-09/30/2021: Records good except for estimated discharges, which are poor.",0.0
10311300,"Lat 39Â°09'54.99"", long 119Â°43'20.01"" referenced to North American Datum of 1983, in SE 1/4 NW 1/4 sec.15, T.15 N., R.20 E., Carson City, NV, Hydrologic Unit 16050201, on left bank, 1,100 ft downstream from North Edmonds Drive, and 1.1 mi south of intersection with U.S. Highway 50.","Water-stage recorder. Elevation of gage is 4,620 ft above National Geodetic Vertical Datum of 1929, from topographic map.","Flows prior to Sep. 1986 included effluent discharge from Carson City Water Treatment Plant. 10/01/2013-09/30/2014: Records poor. 10/01/2014-09/30/2015: Records poor. 10/01/2015-09/30/2016: Records poor. 10/01/2016-09/30/2017: Records fair. 10/01/2017-09/30/2018: Records fair except for estimated discharges, which are poor. 10/01/2018-09/30/2019: Records fair except for estimated discharges, which are poor. 10/01/2019-09/30/2020: Records fair. 10/01/2020-09/30/2021: Records poor.",0.0
10311400,"Lat 39Â°10'52.96"", long 119Â°41'41.53"" referenced to North American Datum of 1983, in SW 1/4 NW 1/4 sec.12, T.15 N., R.20 E., Carson City, NV, Hydrologic Unit 16050201, on left bank, 0.1 mi downstream from Deer Run Road and on Brunswick Road, 4 mi east of Carson City, and at mi 63.3 upstream from Lahontan Dam.","Datum of gage is 4576.32 ft above NAVD of 1988. The NAVD of 1988 datum was determined by a level 2 GNSS survey (Reference Frame NAD_83 (2011) (EPOCH:2010.0000), GEOID18) by USGS on July 28, 2021 and tied to RM 16. Prior to July 28, 2021, the datum of gage was 4600 ft above NGVD of 1929 as determined via topographic map by USGS on March 15, 1979. Prior to April 25, 2013, at site 200 ft downstream at same datum.","Many diversions above station for irrigation. Flow slightly regulated by several small reservoirs on tributaries. 10/01/2013-09/30/2014: Records good except for estimated daily discharges, which are poor. 10/01/2014-09/30/2015: Records fair. 10/01/2015-09/30/2016: Records fair except for estimated daily discharges, which are poor. 10/01/2016-09/30/2017: Records fair except for estimated discharges, which are poor. 10/01/2017-09/30/2018: Records fair except for estimated discharges, which are poor. 10/01/2018-09/30/2019: Records fair except for estimated discharges, which are poor. 10/01/2019-09/30/2020: Records fair except for estimated discharges, which are poor. 10/01/2020-09/30/2021: Records poor.",0.0
10311700,"Lat 39Â°14'16.06"", long 119Â°35'16.29"" referenced to North American Datum of 1983, in NE 1/4 SE 1/4 sec.23, T.16 N., R.21 E., Lyon County, NV, Hydrologic Unit 16050202, on right bank, 400 ft downstream from bridge on Dayton Valley Road in Dayton.","Water-stage recorder. Elevation of gage is 4,350 ft above National Geodetic Vertical Datum of 1929, from topographic map. Prior to Oct. 2002, gage on left bank at different datum.","Many diversions above station for irrigation. Flow slightly regulated by several small reservoirs on tributaries. 12/01/2017-03/31/2018: Records fair. 12/01/2018-03/31/2019: Records good. 12/01/2019-03/31/2020: Records good. 12/01/2020-03/31/2021: Records fair except for estimated discharges, which are poor.",0.0
10311750,"Lat 39Â°16'51.3"", long 119Â°31'30.5"" referenced to North American Datum of 1983, in SW 1/4 SW 1/4 NW 1/4 sec.04, T.16 N., R.22 E., Lyon County, NV, Hydrologic Unit 16050202, on right bank, approximately 4.5 miles downstream from bridge on Dayton Valley Road in Dayton, NV.","Water-stage recorder. Elevation of gage is 4,295 ft above North American Vertical Datum of 1988, from digital elevation model.","Many diversions above station for irrigation. Flow slightly regulated by several small reservoirs on tributaries. 01/28/2016-09/30/2016: Records good. 10/01/2016-09/30/2017: Records fair. 10/01/2017-09/30/2018: Records fair. 10/01/2018-09/30/2019: Records good. 10/01/2019-09/30/2020: Records good. 10/01/2020-09/30/2021: Records fair except for estimated discharges, which are poor.",0.0
10312000,"Lat 39Â°17'30"", long 119Â°18'40"" referenced to North American Datum of 1983, in NE 1/4 SE 1/4 sec.35, T.17 N., R.24 E., Lyon County, NV, Hydrologic Unit 16050202, on left bank, 400 ft downstream from Buckland Ditch, 2.0 mi west of Fort Churchill, 4.5 mi upstream of Weeks Bridge, and at mi 30.82 upstream from Lahontan Reservoir.","Water-stage recorder. Elevation of gage is 4,180 ft above National Geodetic Vertical Datum of 1929, from topographic map. Prior to Apr. 25, 1924, non recording gage at site 12.3 mi upstream at different datum. Apr. 25, 1924 to Dec. 31, 1933, water-stage recorder at site 12.5 mi upstream at different datum. Jan. 1, 1934 to Jan. 3, 1997 at various sites 4.5 mi upstream at different datums. Gage destroyed in Jan. 1997 flood and relocated to Weeks Bridge Feb. 1, 1997, at new datum. Relocated upstream 4.5 mi to previous site and datum, Dec. 14, 1999. Relocated downstream 200 ft, Jul 12, 2020 at same datum.","10/01/2013-09/30/2014: Records fair except for estimated daily discharges, which are poor. 10/01/2014-09/30/2015: Records fair except for estimated daily discharges, which are poor. 10/01/2015-09/30/2016: Records fair. 10/01/2016-09/30/2017: Records poor. 10/01/2017-09/30/2018: Records fair except for estimated discharges, which are poor. 10/01/2018-09/30/2019: Records fair except for estimated discharges, which are poor. 10/01/2019-09/30/2020: Records good except for estimated discharges, which are poor.",0.0
10312150,"Lat 39Â°27'50.17"", long 119Â°02'46.53"" referenced to North American Datum of 1983, in NE 1/4 SE 1/4 sec.34, T.19 N., R.26 E., Churchill County, NV, Hydrologic Unit 16050203, on right bank, 1.1 mi downstream from Lahontan Dam, 15 mi west of Fallon, and at mi 1.16 downstream from Lahontan Reservoir.","Water-stage recorder. Elevation of gage is 4,040 ft above National Geodetic Vertical Datum of 1929, from topographic map.","Flow regulated by Lahontan Reservoir (station 10312100), capacity 295,500 acre-ft, and other upstream regulations. One diversion, approximately 2,500 acre-ft per year, between gage and Lahontan Reservoir. 10/01/2013-09/30/2014: Records good. 10/01/2014-09/30/2015: Records good. 10/01/2015-09/30/2016: Records good. 10/01/2016-09/30/2017: Records good. 10/01/2017-09/30/2018: Records fair. 10/01/2018-09/30/2019: Records good except for estimated discharges, which are poor. 10/01/2019-09/30/2020: Records good except for estimated discharges, which are poor.",0.0
10312210,"Lat 39Â°28'23.89"", long 118Â°35'55.06"" referenced to North American Datum of 1983, in NE 1/4 NE 1/4 sec.34, T.19 N., R.30 E., Churchill County, NV, Hydrologic Unit 16050203, on left bank, 0.2 mi downstream from a diversion structure for Stillwater Slough, and 9.8 mi east of Fallon.","Water-stage recorder. Elevation of gage is 3,915 ft above National Geodetic Vertical Datum of 1929, from topographic map. Prior to Sep. 1981, gage at same site and datum on right bank.","10/01/2013-09/30/2014: Records fair except estimated daily discharges, which are poor. 10/01/2014-09/30/2015: Records fair except estimated daily discharges, which are poor. 10/01/2015-09/30/2016: Records fair except estimated daily discharges, which are poor.",0.0
10312275,"Lat 39Â°33'32"", long 118Â°43'30"" referenced to North American Datum of 1927, in NE 1/4 NE 1/4 sec.33, T.20 N., R.29 E., Churchill County, NV, Hydrologic Unit 16050203, on right bank, 7 mi north-northeast of Fallon.","Water-stage recorder. Elevation of gage is 3,920 ft above National Geodetic Vertical Datum of 1929, from topographic map. Prior to Oct. 01, 1996, at same site at datum 3.0 ft lower.","Natural flow affected by irrigation development above station (Newlands Project) and by storage in Lahontan Reservoir (station 10312100). 10/01/2013-09/30/2014: Records fair except for estimated daily discharges, which are poor. 10/01/2014-09/30/2015: Records fair except for estimated daily discharges, which are poor. 10/01/2015-09/30/2016: Records fair except for estimated daily discharges, which are poor. 10/01/2016-09/30/2017: Records fair except for estimated daily discharges, which are poor. 10/01/2017-09/30/2018: Records fair except for estimated discharges, which are poor. 10/01/2018-09/30/2019: Records fair except for estimated discharges, which are poor. 10/01/2019-09/30/2020: Records fair except for estimated discharges, which are poor. 10/01/2020-09/30/2021: Records fair except for estimated discharges, which are poor.",0.0
